"X_id","Source_ID","Study_number","Site_number","SS","SSB","SSBS","SSS","Country","Longitd","Latitud","Diversity_metric_type","Predominant_habitat","LU_3","UseIntensity","Sample_start_earliest","Realm","Zone","taxon_of_interest","Total_abundance","log_abundance","Species_richness","Richness_rarefied","CWM_Geographic_range_log10_square_km","range","PropWithData_Geographic_range_log10_square_km","Within_PA","PA","LUPA","IUCN_CAT","IUCN_CAT_number","GIS_AREA","STATUS_YR","DoP","log_AREA_PA","AREA_DoP","elevation","slope","ag_suit","log_slope","log_elevation","multiple_taxa","matched_landuse","hf00","hf05","hf10","hf13","hf09","npp"
2638,"HP1_2014__Gray",1,86,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_2","HP1_2014__Gray 1 Invertebrates OP10_2 86","HP1_2014__Gray 1 86 Invertebrates","Malaysia",117.5438056,4.6142459,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",135,4.912654886,4,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,12.5,191.399993896484
2639,"HP1_2014__Gray",1,87,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_2","HP1_2014__Gray 1 Invertebrates OP10_2 87","HP1_2014__Gray 1 87 Invertebrates","Malaysia",117.5440762,4.6146005,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",13,2.63905733,3,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,12.5,191.399993896484
2640,"HP1_2014__Gray",1,88,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_3","HP1_2014__Gray 1 Invertebrates OP10_3 88","HP1_2014__Gray 1 88 Invertebrates","Malaysia",117.5448244,4.6132866,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",28,3.36729583,2,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,9,191.399993896484
2641,"HP1_2014__Gray",1,89,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_3","HP1_2014__Gray 1 Invertebrates OP10_3 89","HP1_2014__Gray 1 89 Invertebrates","Malaysia",117.5449749,4.613695,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",18,2.944438979,2,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,12.5,191.399993896484
2642,"HP1_2014__Gray",1,9,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates 0m_3","HP1_2014__Gray 1 Invertebrates 0m_3 9","HP1_2014__Gray 1 9 Invertebrates","Malaysia",117.5718659,4.7027591,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",32,3.496507561,10,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",423.799987,4.849259,3,1.766314987,6.051618439,"yes","yes",5,6,6,6,5.25784087181091,189.942855834961
2643,"HP1_2014__Gray",1,90,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_3","HP1_2014__Gray 1 Invertebrates OP10_3 90","HP1_2014__Gray 1 90 Invertebrates","Malaysia",117.5451899,4.6140228,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",78,4.369447852,2,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,12.5,191.399993896484
2644,"HP1_2014__Gray",1,91,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_4","HP1_2014__Gray 1 Invertebrates OP10_4 91","HP1_2014__Gray 1 91 Invertebrates","Malaysia",117.5455401,4.6125228,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",14,2.708050201,1,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,9,191.399993896484
2645,"HP1_2014__Gray",1,92,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_4","HP1_2014__Gray 1 Invertebrates OP10_4 92","HP1_2014__Gray 1 92 Invertebrates","Malaysia",117.5457708,4.6128821,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",13,2.63905733,2,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,9,191.399993896484
2646,"HP1_2014__Gray",1,93,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_4","HP1_2014__Gray 1 Invertebrates OP10_4 93","HP1_2014__Gray 1 93 Invertebrates","Malaysia",117.5459604,4.6132941,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",41,3.737669618,3,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,9,191.399993896484
2647,"HP1_2014__Gray",1,94,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP11_1","HP1_2014__Gray 1 Invertebrates OP11_1 94","HP1_2014__Gray 1 94 Invertebrates","Malaysia",117.6173132,4.6739704,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",226,2.896529,2,1.360086157,5.424950017,"yes","no",5,6,6,6,12.2518720626831,189.771423339844
2648,"HP1_2014__Gray",1,95,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP11_1","HP1_2014__Gray 1 Invertebrates OP11_1 95","HP1_2014__Gray 1 95 Invertebrates","Malaysia",117.6177625,4.6739759,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",3,1.386294361,1,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",226,2.896529,2,1.360086157,5.424950017,"yes","no",5,6,6,6,12.2518720626831,189.771423339844
2649,"HP1_2014__Gray",1,96,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP11_2","HP1_2014__Gray 1 Invertebrates OP11_2 96","HP1_2014__Gray 1 96 Invertebrates","Malaysia",117.6180264,4.6749658,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",14,2.708050201,1,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",226,2.896529,2,1.360086157,5.424950017,"yes","no",5,6,6,6,12.2510099411011,189.771423339844
2650,"HP1_2014__Gray",1,97,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP11_3","HP1_2014__Gray 1 Invertebrates OP11_3 97","HP1_2014__Gray 1 97 Invertebrates","Malaysia",117.6169464,4.6761079,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",226,2.896529,2,1.360086157,5.424950017,"yes","no",5,6,6,6,12.2514410018921,189.771423339844
2651,"HP1_2014__Gray",1,98,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP11_3","HP1_2014__Gray 1 Invertebrates OP11_3 98","HP1_2014__Gray 1 98 Invertebrates","Malaysia",117.6173706,4.6763288,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",2,1.098612289,1,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",226,2.896529,2,1.360086157,5.424950017,"yes","no",5,6,6,6,12.2510099411011,189.771423339844
2652,"HP1_2014__Gray",1,99,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP11_3","HP1_2014__Gray 1 Invertebrates OP11_3 99","HP1_2014__Gray 1 99 Invertebrates","Malaysia",117.6178508,4.6763454,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",1,0.693147181,1,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",226,2.896529,2,1.360086157,5.424950017,"yes","no",5,6,6,6,12.2510099411011,189.771423339844
2653,"HW1_2004__Maeto",1,1,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 1","HW1_2004__Maeto 1 1 Invertebrates","Japan",133.06657,33.448058,"Abundance","Primary Vegetation","Primary Vegetation","Minimal use","01/07/1999","Palearctic","Temperate","Invertebrates",36,3.610917913,14,NA,4.529609519,4.529609519,0.75,"yes","IN","IN Primary Vegetation",4.5,4.5,4.422428308,1972,27,1.690543742,"small_old",1016.330017,6.62016,2,2.030797367,6.924936844,"yes","yes",13,13,13,13,8,143.257141113281
2654,"HW1_2004__Maeto",1,10,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 10","HW1_2004__Maeto 1 10 Invertebrates","Japan",132.934399,33.369531,"Abundance","Plantation forest","Human_dominated","Light use","01/07/1999","Palearctic","Temperate","Invertebrates",35,3.583518938,11,NA,4.771432952,4.771432952,0.514285714,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",463.333007,4.07982,1,1.625275828,6.140601982,"yes","no",12,12,12,12,12,147.114288330078
2655,"HW1_2004__Maeto",1,11,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 11","HW1_2004__Maeto 1 11 Invertebrates","Japan",132.935858,33.150775,"Abundance","Plantation forest","Human_dominated","Light use","01/08/1999","Palearctic","Temperate","Invertebrates",29,3.401197382,15,NA,4.548219496,4.548219496,0.551724138,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",439,6.20475,1,1.974740531,6.086774727,"yes","no",13,12,12,12,7.72822380065918,176.800003051758
2656,"HW1_2004__Maeto",1,12,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 12","HW1_2004__Maeto 1 12 Invertebrates","Japan",132.640686,33.147181,"Abundance","Plantation forest","Human_dominated","Light use","01/06/2001","Palearctic","Temperate","Invertebrates",36,3.610917913,12,NA,4.757254082,4.757254082,0.694444444,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",532.333007,7.133769,2,2.096024408,6.279146008,"yes","no",13,13,13,13,12.5006065368652,158.399993896484
2657,"HW1_2004__Maeto",1,2,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 2","HW1_2004__Maeto 1 2 Invertebrates","Japan",132.962465,33.337556,"Abundance","Primary Vegetation","Primary Vegetation","Minimal use","01/07/1999","Palearctic","Temperate","Invertebrates",53,3.988984047,20,NA,4.501960322,4.501960322,0.679245283,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",486.333007,7.161449,1,2.099421727,6.188947682,"yes","yes",12,12,12,12,12,147.114288330078
2658,"HW1_2004__Maeto",1,3,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 3","HW1_2004__Maeto 1 3 Invertebrates","Japan",133.028469,33.31432,"Abundance","Primary Vegetation","Primary Vegetation","Minimal use","01/10/1999","Palearctic","Temperate","Invertebrates",24,3.218875825,10,NA,4.548451994,4.548451994,0.791666667,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",658,2.08116,2,1.125306149,6.490723535,"yes","yes",12,12,12,12,12,147.68571472168
2659,"HW1_2004__Maeto",1,4,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 4","HW1_2004__Maeto 1 4 Invertebrates","Japan",132.930965,33.155086,"Abundance","Primary Vegetation","Primary Vegetation","Minimal use","01/08/1999","Palearctic","Temperate","Invertebrates",36,3.610917913,12,NA,4.572911129,4.572911129,0.611111111,"yes","IN","IN Primary Vegetation",4.5,4.5,4.802246395,1964,35,1.758245152,"small_old",423.333007,5.913489,1,1.933474431,6.050518541,"yes","yes",13,12,12,12,7.72822380065918,176.800003051758
2660,"HW1_2004__Maeto",1,5,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 5","HW1_2004__Maeto 1 5 Invertebrates","Japan",132.626095,33.175778,"Abundance","Primary Vegetation","Primary Vegetation","Minimal use","01/06/2001","Palearctic","Temperate","Invertebrates",52,3.970291914,13,NA,4.522929147,4.522929147,0.884615385,"yes","IN","IN Primary Vegetation",4.5,4.5,2.631654578,1980,21,1.289688351,"small_old",854.666992,13.437,2,2.669794356,6.751881272,"yes","yes",13,13,13,13,11.0074453353882,158.399993896484
2661,"HW1_2004__Maeto",1,6,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 6","HW1_2004__Maeto 1 6 Invertebrates","Japan",132.976713,33.446411,"Abundance","Mature secondary vegetation","Secondary","Minimal use","01/08/1999","Palearctic","Temperate","Invertebrates",41,3.737669618,15,NA,4.506686395,4.506686395,0.585365854,"no","OUT","OUT Mature secondary vegetation",0,NA,0,NA,NA,0,"outside",714,6.801599,1,2.054328713,6.572282543,"yes","yes",12,12,12,12,6.72822380065918,144.142852783203
2662,"HW1_2004__Maeto",1,7,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 7","HW1_2004__Maeto 1 7 Invertebrates","Japan",132.942123,33.385945,"Abundance","Mature secondary vegetation","Secondary","Minimal use","01/07/1999","Palearctic","Temperate","Invertebrates",76,4.343805422,18,NA,4.504839878,4.504839878,0.565789474,"yes","IN","IN Mature secondary vegetation",4.5,4.5,1.764696904,1987,12,1.01693101,"small_young",656.333007,7.33158,1,2.120053114,6.48819075,"yes","yes",14,12,12,12,10.5,147.114288330078
2663,"HW1_2004__Maeto",1,8,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 8","HW1_2004__Maeto 1 8 Invertebrates","Japan",132.962894,33.173479,"Abundance","Mature secondary vegetation","Secondary","Minimal use","01/09/1999","Palearctic","Temperate","Invertebrates",58,4.077537444,20,NA,4.530277454,4.530277454,0.655172414,"no","OUT","OUT Mature secondary vegetation",0,NA,0,NA,NA,0,"outside",301.666992,5.716819,1,1.904614679,5.712633165,"yes","yes",13,12,12,12,10,176.800003051758
2664,"HW1_2004__Maeto",1,9,"HW1_2004__Maeto 1 Invertebrates","HW1_2004__Maeto 1 Invertebrates NA","HW1_2004__Maeto 1 Invertebrates NA 9","HW1_2004__Maeto 1 9 Invertebrates","Japan",132.655792,33.146894,"Abundance","Mature secondary vegetation","Secondary","Minimal use","01/06/2001","Palearctic","Temperate","Invertebrates",58,4.077537444,15,NA,4.620637112,4.620637112,0.672413793,"no","OUT","OUT Mature secondary vegetation",0,NA,0,NA,NA,0,"outside",523.333007,6.25433,2,1.981598532,6.262126992,"yes","yes",13,13,13,13,11.0003895759583,158.399993896484
2665,"HW1_2005__Baldi",1,1,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 1","HW1_2005__Baldi 1 Vertebrates 1 1","HW1_2005__Baldi 1 1 Vertebrates","Hungary",19.17564501,47.12718982,"Abundance","Pasture","Human_dominated","Light use","01/04/2003","Palearctic","Temperate","Vertebrates",183,5.214935758,4,1,7.04407543,7.04407543,1,"no","OUT","OUT Pasture",0,7,418.0223952,2004,-1,6.037924368,"outside",94,0.06574,3,0.063669394,4.553876892,"yes","yes",14,14,14,14,13.3394660949707,94.5714263916016
2666,"HW1_2005__Baldi",1,10,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 5","HW1_2005__Baldi 1 Vertebrates 5 10","HW1_2005__Baldi 1 10 Vertebrates","Hungary",19.18500865,46.96469013,"Abundance","Pasture","Human_dominated","Minimal use","01/04/2003","Palearctic","Temperate","Vertebrates",243,5.497168225,10,2,6.99080935,6.99080935,1,"yes","IN","IN Pasture",1.5,1.5,418.0223952,1975,28,6.037924368,"large_old",92,0.031472,3,0.030986908,4.532599493,"yes","yes",10,10,10,10,12.259295463562,94.0571441650391
2667,"HW1_2005__Baldi",1,11,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 6","HW1_2005__Baldi 1 Vertebrates 6 11","HW1_2005__Baldi 1 11 Vertebrates","Hungary",19.18151935,46.76116274,"Abundance","Pasture","Human_dominated","Light use","01/04/2003","Palearctic","Temperate","Vertebrates",115,4.753590191,16,4,6.984363148,6.984363148,1,"no","OUT","OUT Pasture",0,7,357.1182064,2004,-1,5.880863117,"outside",91.5,0.040271,7,0.039481256,4.527208645,"yes","yes",13,12.5,12.5,12.5,11.681510925293,88.7142868041992
2668,"HW1_2005__Baldi",1,12,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 6","HW1_2005__Baldi 1 Vertebrates 6 12","HW1_2005__Baldi 1 12 Vertebrates","Hungary",19.1792416,46.75579481,"Abundance","Pasture","Human_dominated","Minimal use","01/04/2003","Palearctic","Temperate","Vertebrates",128,4.859812404,19,4,6.879000931,6.879000931,1,"no","OUT","OUT Pasture",0,7,357.1182064,2004,-1,5.880863117,"outside",91.5,0.040271,7,0.039481256,4.527208645,"yes","yes",12,12,12,12,11.8525514602661,88.7142868041992
2669,"HW1_2005__Baldi",1,13,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 7","HW1_2005__Baldi 1 Vertebrates 7 13","HW1_2005__Baldi 1 13 Vertebrates","Hungary",19.17709145,46.75979146,"Abundance","Pasture","Human_dominated","Light use","01/04/2003","Palearctic","Temperate","Vertebrates",88,4.48863637,15,4,6.805337093,6.805337093,1,"no","OUT","OUT Pasture",0,7,357.1182064,2004,-1,5.880863117,"outside",91.5,0.040271,7,0.039481256,4.527208645,"yes","yes",13,12,12,12,11.8525514602661,88.7142868041992
2670,"HW1_2005__Baldi",1,14,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 7","HW1_2005__Baldi 1 Vertebrates 7 14","HW1_2005__Baldi 1 14 Vertebrates","Hungary",19.17785722,46.75164027,"Abundance","Pasture","Human_dominated","Minimal use","01/04/2003","Palearctic","Temperate","Vertebrates",51,3.951243719,9,4,6.749755567,6.749755567,1,"no","OUT","OUT Pasture",0,7,357.1182064,2004,-1,5.880863117,"outside",92.5,0.03099,7,0.030519506,4.537961436,"yes","yes",12,12,12,12,12.6296186447144,88.7142868041992
2671,"HW1_2005__Baldi",1,15,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 8","HW1_2005__Baldi 1 Vertebrates 8 15","HW1_2005__Baldi 1 15 Vertebrates","Hungary",19.31844583,46.93015134,"Abundance","Pasture","Human_dominated","Light use","01/04/2003","Palearctic","Temperate","Vertebrates",35,3.583518938,8,3,6.778514102,6.778514102,1,"no","OUT","OUT Pasture",0,7,144.3174058,2004,-1,4.978920355,"outside",95,0.076006,4,0.073256038,4.564348191,"yes","yes",12,12,12,12,12.3394660949707,98.6857147216797
2672,"HW1_2005__Baldi",1,16,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 8","HW1_2005__Baldi 1 Vertebrates 8 16","HW1_2005__Baldi 1 16 Vertebrates","Hungary",19.31885742,46.93884036,"Abundance","Pasture","Human_dominated","Minimal use","01/04/2003","Palearctic","Temperate","Vertebrates",39,3.688879454,10,4,6.767573756,6.767573756,1,"no","OUT","OUT Pasture",0,7,144.3174058,2004,-1,4.978920355,"outside",96,0.033651,4,0.033097195,4.574710979,"yes","yes",12,12,12,12,11.5269842147827,98.6857147216797
2673,"HW1_2005__Baldi",1,17,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 9","HW1_2005__Baldi 1 Vertebrates 9 17","HW1_2005__Baldi 1 17 Vertebrates","Hungary",19.32089453,46.93135996,"Abundance","Pasture","Human_dominated","Light use","01/04/2003","Palearctic","Temperate","Vertebrates",26,3.295836866,9,4,6.927772341,6.927772341,1,"no","OUT","OUT Pasture",0,7,144.3174058,2004,-1,4.978920355,"outside",95,0.076006,4,0.073256038,4.564348191,"yes","yes",12,12,12,12,12.3394660949707,98.6857147216797
2674,"HW1_2005__Baldi",1,18,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 9","HW1_2005__Baldi 1 Vertebrates 9 18","HW1_2005__Baldi 1 18 Vertebrates","Hungary",19.31783877,46.93999424,"Abundance","Pasture","Human_dominated","Minimal use","01/04/2003","Palearctic","Temperate","Vertebrates",57,4.060443011,7,3,6.737278062,6.737278062,1,"no","OUT","OUT Pasture",0,7,144.3174058,2004,-1,4.978920355,"outside",96,0.033651,4,0.033097195,4.574710979,"yes","yes",12,12,12,12,11.5269842147827,98.6857147216797
2675,"HW1_2005__Baldi",1,19,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 10","HW1_2005__Baldi 1 Vertebrates 10 19","HW1_2005__Baldi 1 19 Vertebrates","Hungary",19.32015882,46.92612613,"Abundance","Pasture","Human_dominated","Light use","01/04/2003","Palearctic","Temperate","Vertebrates",21,3.091042453,6,3,6.84830727,6.84830727,1,"no","OUT","OUT Pasture",0,7,144.3174058,2004,-1,4.978920355,"outside",95,0.030403,4,0.029949988,4.564348191,"yes","yes",12.5,12.5,12,12,12.6295480728149,98.6857147216797
2676,"HW1_2005__Baldi",1,2,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 1","HW1_2005__Baldi 1 Vertebrates 1 2","HW1_2005__Baldi 1 2 Vertebrates","Hungary",19.13089422,47.11649011,"Abundance","Pasture","Human_dominated","Minimal use","01/04/2003","Palearctic","Temperate","Vertebrates",7,2.079441542,3,3,6.888853841,6.888853841,1,"yes","IN","IN Pasture",1.5,1.5,418.0223952,1975,28,6.037924368,"large_old",93,0,3,0,4.543294782,"yes","yes",12,12,12,12,11.7575073242188,94.5714263916016
2677,"HW1_2005__Baldi",1,20,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 10","HW1_2005__Baldi 1 Vertebrates 10 20","HW1_2005__Baldi 1 20 Vertebrates","Hungary",19.32788667,46.94001505,"Abundance","Pasture","Human_dominated","Minimal use","01/04/2003","Palearctic","Temperate","Vertebrates",100,4.615120517,9,3,6.703638081,6.703638081,1,"no","OUT","OUT Pasture",0,7,144.3174058,2004,-1,4.978920355,"outside",96.5,0.105201,4,0.100027219,4.579852378,"yes","yes",12,12,12,12,11.4367017745972,98.6857147216797
2678,"HW1_2005__Baldi",1,21,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 11","HW1_2005__Baldi 1 Vertebrates 11 21","HW1_2005__Baldi 1 21 Vertebrates","Hungary",19.33276831,47.07517345,"Abundance","Pasture","Human_dominated","Light use","01/04/2003","Palearctic","Temperate","Vertebrates",14,2.708050201,5,3,6.834114744,6.834114744,1,"no","OUT","OUT Pasture",0,7,418.0223952,2004,-1,6.037924368,"outside",98,0.026847,4,0.026492942,4.59511985,"yes","yes",13,13,12.5,12.5,14.7282238006592,98.7428588867188
2679,"HW1_2005__Baldi",1,22,"HW1_2005__Baldi 1 Vertebrates","HW1_2005__Baldi 1 Vertebrates 11","HW1_2005__Baldi 1 Vertebrates 11 22","HW1_2005__Baldi 1 22 Vertebrates","Hungary",19.2781593,47.08978816,"Abundance","Pasture","Human_dominated","Minimal use","01/04/2003","Palearctic","Temperate","Vertebrates",35,3.583518938,8,4,6.784770647,6.784770647,1,"no","OUT","OUT Pasture",0,7,418.0223952,2004,-1,6.037924368,"outside",93,0.006003,4,0.005985054,4.543294782,"yes","yes",7,7,7,7,12.3394660949707,97.9142837524414
